unix_epoch_at_the_start_of_averaging_period,average_price_in_usd,symbol
1.6620372e+09,1564.9366666666667,ETH
1.6620336e+09,1570.2116666666668,ETH
1.66203e+09,1569.6908333333333,ETH
1.6620264e+09,1554.764166666667,ETH
1.6620228e+09,1547.5999999999997,ETH
1.6620192e+09,1544.6058333333344,ETH
1.6620156e+09,1545.1558333333332,ETH
1.662012e+09,1553.0099999999993,ETH
1.6620084e+09,1557.7683333333334,ETH
1.6620048e+09,1552.9549999999995,ETH
1.6620012e+09,1557.336666666666,ETH
1.6619976e+09,1566.4208333333336,ETH
1.661994e+09,1558.322500000001,ETH
1.6619904e+09,1558.5900000000001,ETH
1.6619868e+09,1557.2766666666673,ETH
1.6619832e+09,1568.6633333333327,ETH
1.6619796e+09,1572.9308333333329,ETH
1.661976e+09,1570.4725,ETH
1.6619724e+09,1572.4708333333333,ETH
1.6619688e+09,1550.665833333334,ETH
1.6619652e+09,1556.0266666666669,ETH
1.6619616e+09,1558.6424999999995,ETH
1.661958e+09,1556.7758333333336,ETH
1.6619544e+09,1587.5683333333325,ETH
1.6619508e+09,1594.7833333333328,ETH
1.6619472e+09,1593.6449999999993,ETH
1.6619436e+09,1593.7108333333322,ETH
1.66194e+09,1581.5624999999995,ETH
1.6619364e+09,1574.804166666666,ETH
1.6619328e+09,1583.0141666666661,ETH
1.6619292e+09,1586.0024999999991,ETH
1.6619256e+09,1596.7341666666669,ETH
1.661922e+09,1605.6691666666673,ETH
1.6619184e+09,1608.1625,ETH
1.6619148e+09,1601.1941666666683,ETH
1.6619112e+09,1589.2925,ETH
1.6619076e+09,1567.2875000000008,ETH
1.661904e+09,1543.5783333333331,ETH
1.6619004e+09,1536.9858333333334,ETH
1.6618968e+09,1539.8825000000013,ETH
1.6618932e+09,1553.6524999999997,ETH
1.6618896e+09,1544.2750000000003,ETH
1.661886e+09,1542.3924999999986,ETH
1.6618824e+09,1496.1758333333332,ETH
1.6618788e+09,1489.1541666666674,ETH
1.6618752e+09,1525.064166666666,ETH
1.6618716e+09,1524.8074999999997,ETH
1.661868e+09,1549.4849999999992,ETH
1.6618644e+09,1575.8774999999998,ETH
1.6618608e+09,1580.7766666666664,ETH
1.6618572e+09,1585.3725,ETH
1.6618536e+09,1593.2441666666662,ETH
1.66185e+09,1590.3549999999996,ETH
1.6618464e+09,1591.0241666666677,ETH
1.6618428e+09,1587.6466666666672,ETH
1.6618392e+09,1580.7499999999998,ETH
1.6618356e+09,1581.815833333333,ETH
1.661832e+09,1563.6825000000003,ETH
1.6618284e+09,1539.4791666666656,ETH
1.6618248e+09,1533.5291666666667,ETH
1.6618212e+09,1540.554166666666,ETH
1.6618176e+09,1543.6916666666652,ETH
1.661814e+09,1542.8183333333332,ETH
1.6618104e+09,1541.1233333333337,ETH
1.6618068e+09,1543.9975000000002,ETH
1.6618032e+09,1541.4724999999992,ETH
1.6617996e+09,1534.9766666666676,ETH
1.661796e+09,1538.3016666666672,ETH
1.6617924e+09,1535.745833333333,ETH
1.6617888e+09,1530.520000000001,ETH
1.6617852e+09,1519.566666666665,ETH
1.6617816e+09,1513.6175000000003,ETH
1.661778e+09,1486.893333333333,ETH
1.6617744e+09,1467.4716666666673,ETH
1.6617708e+09,1448.4658333333346,ETH
1.6617672e+09,1451.2266666666676,ETH
1.6617636e+09,1450.219166666667,ETH
1.66176e+09,1451.8366666666664,ETH
1.6617564e+09,1455.0425000000012,ETH
1.6617528e+09,1453.4624999999994,ETH
1.6617492e+09,1450.9666666666674,ETH
1.6617456e+09,1456.0550000000005,ETH
1.661742e+09,1451.8708333333332,ETH
1.6617384e+09,1444.0766666666657,ETH
1.6617348e+09,1435.4891666666672,ETH
1.6617312e+09,1436.800833333333,ETH
1.6617276e+09,1458.6108333333327,ETH
1.661724e+09,1472.924166666666,ETH
1.6617204e+09,1485.410000000001,ETH
1.6617168e+09,1487.3733333333337,ETH
1.6617132e+09,1489.9483333333344,ETH
1.6617096e+09,1488.268333333334,ETH
1.661706e+09,1485.8149999999991,ETH
1.6617024e+09,1491.1158333333335,ETH
1.6616988e+09,1481.3149999999987,ETH
1.6616952e+09,1473.8191666666673,ETH
1.6616916e+09,1475.1949999999993,ETH
1.661688e+09,1484.715,ETH
1.6616844e+09,1486.2399999999989,ETH
1.6616808e+09,1490.9975000000009,ETH
1.6616772e+09,1494.656666666667,ETH
1.6616736e+09,1500.9358333333325,ETH
1.66167e+09,1499.093333333333,ETH
1.6616664e+09,1495.4533333333318,ETH
1.6616628e+09,1490.409166666667,ETH
1.6616592e+09,1493.4358333333344,ETH
1.6616556e+09,1498.745833333334,ETH
1.661652e+09,1499.4500000000016,ETH
1.6616484e+09,1493.8325000000013,ETH
1.6616448e+09,1488.7983333333323,ETH
1.6616412e+09,1490.9008333333338,ETH
1.6616376e+09,1474.733333333333,ETH
1.661634e+09,1477.3424999999997,ETH
1.6616304e+09,1478.6525,ETH
1.6616268e+09,1474.800833333334,ETH
1.6616232e+09,1474.2949999999992,ETH
1.6616196e+09,1472.9391666666666,ETH
1.661616e+09,1464.3691666666662,ETH
1.6616124e+09,1482.735833333333,ETH
1.6616088e+09,1500.4266666666672,ETH
1.6616052e+09,1501.711666666666,ETH
1.6616016e+09,1506.1991666666659,ETH
1.661598e+09,1504.5191666666665,ETH
1.6615944e+09,1506.813333333333,ETH
1.6615908e+09,1501.812499999999,ETH
1.6615872e+09,1507.441666666666,ETH
1.6615836e+09,1499.0391666666676,ETH
1.66158e+09,1493.0749999999991,ETH
1.6615764e+09,1487.7475000000004,ETH
1.6615728e+09,1500.55,ETH
1.6615692e+09,1500.876666666667,ETH
1.6615656e+09,1504.9375,ETH
1.661562e+09,1515.3249999999998,ETH
1.6615584e+09,1509.9966666666662,ETH
1.6615548e+09,1525.243333333335,ETH
1.6615512e+09,1556.140833333332,ETH
1.6615476e+09,1557.6225000000004,ETH
1.661544e+09,1563.7308333333337,ETH
1.6615404e+09,1559.9908333333335,ETH
1.6615368e+09,1557.6108333333325,ETH
1.6615332e+09,1580.5416666666658,ETH
1.6615296e+09,1586.9633333333338,ETH
1.661526e+09,1613.9066666666665,ETH
1.6615224e+09,1669.0333333333338,ETH
1.6615188e+09,1686.7333333333345,ETH
1.6615152e+09,1646.9791666666658,ETH
1.6615116e+09,1638.8866666666668,ETH
1.661508e+09,1659.6249999999995,ETH
1.6615044e+09,1662.709999999999,ETH
1.6615008e+09,1660.0841666666668,ETH
1.6614972e+09,1654.7558333333327,ETH
1.6614936e+09,1665.0633333333344,ETH
1.66149e+09,1673.8191666666667,ETH
1.6614864e+09,1685.1258333333342,ETH
1.6614828e+09,1688.9416666666668,ETH
1.6614792e+09,1685.8216666666667,ETH
1.6614756e+09,1681.1733333333332,ETH
1.661472e+09,1686.8383333333331,ETH
1.6614684e+09,1695.2441666666678,ETH
1.6614648e+09,1701.2299999999996,ETH
1.6614612e+09,1705.8533333333341,ETH
1.6614576e+09,1706.1174999999987,ETH
1.661454e+09,1706.418333333335,ETH
1.6614504e+09,1703.6291666666668,ETH
1.6614468e+09,1703.7366666666667,ETH
1.6614432e+09,1700.9041666666662,ETH
1.6614396e+09,1705.8299999999995,ETH
1.661436e+09,1711.8591666666666,ETH
1.6614324e+09,1703.5716666666651,ETH
1.6614288e+09,1708.2591666666663,ETH
1.6614252e+09,1704.4391666666675,ETH
1.6614216e+09,1703.5325000000007,ETH
1.661418e+09,1705.8416666666665,ETH
1.6614144e+09,1707.5291666666665,ETH
1.6614108e+09,1701.6975000000011,ETH
1.6614072e+09,1693.3641666666665,ETH
1.6614036e+09,1678.3533333333319,ETH
1.6614e+09,1674.9466666666656,ETH
1.6613964e+09,1675.5416666666658,ETH
1.6613928e+09,1676.1499999999999,ETH
1.6613892e+09,1674.6366666666668,ETH
1.6613856e+09,1665.235833333332,ETH
1.661382e+09,1663.3016666666667,ETH
1.6613784e+09,1668.4758333333336,ETH
1.6613748e+09,1682.0008333333337,ETH
1.6613712e+09,1683.209999999999,ETH
1.6613676e+09,1680.5866666666661,ETH
1.661364e+09,1672.9266666666665,ETH
1.6613604e+09,1675.695833333334,ETH
1.6613568e+09,1681.2325000000003,ETH
1.6613532e+09,1663.8675000000005,ETH
1.6613496e+09,1653.1950000000006,ETH
1.661346e+09,1655.5116666666688,ETH
1.6613424e+09,1654.6366666666663,ETH
1.6613388e+09,1641.4900000000014,ETH
1.6613352e+09,1639.5358333333345,ETH
1.6613316e+09,1639.2725,ETH
1.661328e+09,1637.3941666666672,ETH
1.6613244e+09,1637.6075000000003,ETH
1.6613208e+09,1640.2100000000005,ETH
1.6613172e+09,1633.3441666666668,ETH
1.6613136e+09,1617.4641666666676,ETH
1.66131e+09,1615.3333333333333,ETH
1.6613064e+09,1627.5783333333327,ETH
1.6613028e+09,1635.9833333333338,ETH
1.6612992e+09,1654.865,ETH
1.6612956e+09,1663.040000000001,ETH
1.661292e+09,1656.2183333333335,ETH
1.6612884e+09,1648.5258333333343,ETH
1.6612848e+09,1653.2975000000006,ETH
1.6612812e+09,1654.399166666667,ETH
1.6612776e+09,1650.7400000000002,ETH
1.661274e+09,1639.5500000000015,ETH
1.6612704e+09,1636.135833333334,ETH
1.6612668e+09,1640.448333333334,ETH
1.6612632e+09,1644.384166666666,ETH
1.6612596e+09,1620.4458333333328,ETH
1.661256e+09,1617.541666666667,ETH
1.6612524e+09,1610.0366666666655,ETH
1.6612488e+09,1607.9758333333332,ETH
1.6612452e+09,1606.723333333332,ETH
1.6612416e+09,1609.9424999999999,ETH
1.661238e+09,1590.154166666667,ETH
1.6612344e+09,1575.256666666666,ETH
1.6612308e+09,1596.324166666667,ETH
1.6612272e+09,1614.745833333334,ETH
1.6612236e+09,1628.3066666666666,ETH
1.66122e+09,1624.8533333333328,ETH
1.6612164e+09,1630.4699999999998,ETH
1.6612128e+09,1625.2550000000003,ETH
1.6612092e+09,1599.2383333333325,ETH
1.6612056e+09,1584.095833333333,ETH
1.661202e+09,1575.4066666666665,ETH
1.6611984e+09,1580.0983333333347,ETH
1.6611948e+09,1562.9616666666661,ETH
1.6611912e+09,1567.2524999999991,ETH
1.6611876e+09,1578.947500000001,ETH
1.661184e+09,1583.9566666666674,ETH
1.6611804e+09,1574.9599999999998,ETH
1.6611768e+09,1568.4616666666668,ETH
1.6611732e+09,1563.7483333333334,ETH
1.6611696e+09,1570.3849999999986,ETH
1.661166e+09,1572.3366666666666,ETH
1.6611624e+09,1569.2274999999997,ETH
1.6611588e+09,1561.1524999999992,ETH
1.6611552e+09,1547.6608333333343,ETH
1.6611516e+09,1580.9749999999995,ETH
1.661148e+09,1595.5999999999995,ETH
1.6611444e+09,1605.9250000000006,ETH
1.6611408e+09,1597.3508333333334,ETH
1.6611372e+09,1606.8458333333328,ETH
1.6611336e+09,1604.8449999999998,ETH
1.66113e+09,1605.0224999999994,ETH
1.6611264e+09,1613.8583333333333,ETH
1.6611228e+09,1623.1441666666674,ETH
1.6611192e+09,1609.7941666666663,ETH
1.6611156e+09,1630.8049999999998,ETH
1.661112e+09,1621.6183333333329,ETH
1.6611084e+09,1624.7658333333336,ETH
1.6611048e+09,1620.3950000000002,ETH
1.6611012e+09,1627.3616666666665,ETH
1.6610976e+09,1621.5058333333327,ETH
1.661094e+09,1618.8383333333327,ETH
1.6610904e+09,1614.6016666666671,ETH
1.6610868e+09,1621.8841666666688,ETH
1.6610832e+09,1631.2133333333338,ETH
1.6610796e+09,1621.7883333333318,ETH
1.661076e+09,1621.1566666666663,ETH
1.6610724e+09,1611.236666666666,ETH
1.6610688e+09,1598.5400000000004,ETH
1.6610652e+09,1576.4666666666665,ETH
1.6610616e+09,1581.9708333333328,ETH
1.661058e+09,1584.310833333334,ETH
1.6610544e+09,1587.3566666666673,ETH
1.6610508e+09,1590.5958333333335,ETH
1.6610472e+09,1593.9758333333327,ETH
1.6610436e+09,1585.6349999999998,ETH
1.66104e+09,1585.4791666666654,ETH
1.6610364e+09,1576.9050000000004,ETH
1.6610328e+09,1575.5658333333329,ETH
1.6610292e+09,1553.6699999999998,ETH
1.6610256e+09,1572.4383333333333,ETH
1.661022e+09,1574.254166666665,ETH
1.6610184e+09,1613.9391666666668,ETH
1.6610148e+09,1620.7974999999997,ETH
1.6610112e+09,1632.643333333333,ETH
1.6610076e+09,1632.4225000000026,ETH
1.661004e+09,1636.7866666666673,ETH
1.6610004e+09,1629.593333333333,ETH
1.6609968e+09,1631.412499999999,ETH
1.6609932e+09,1633.3258333333333,ETH
1.6609896e+09,1630.9691666666668,ETH
1.660986e+09,1636.2125,ETH
1.6609824e+09,1645.5058333333332,ETH
1.6609788e+09,1648.9574999999993,ETH
1.6609752e+09,1640.060833333333,ETH
1.6609716e+09,1642.4058333333337,ETH
1.660968e+09,1630.8133333333333,ETH
1.6609644e+09,1630.6466666666659,ETH
1.6609608e+09,1628.3950000000013,ETH
1.6609572e+09,1627.9533333333336,ETH
1.6609536e+09,1626.258333333332,ETH
1.66095e+09,1623.2541666666664,ETH
1.6609464e+09,1646.9125000000008,ETH
1.6609428e+09,1685.7608333333333,ETH
1.6609392e+09,1696.315000000001,ETH
1.6609356e+09,1702.2908333333337,ETH
1.660932e+09,1702.4925000000005,ETH
1.6609284e+09,1717.7849999999999,ETH
1.6609248e+09,1710.6175,ETH
1.6609212e+09,1695.7224999999987,ETH
1.6609176e+09,1696.815833333334,ETH
1.660914e+09,1699.800833333335,ETH
1.6609104e+09,1700.764166666667,ETH
1.6609068e+09,1717.886666666666,ETH
1.6609032e+09,1738.6775000000002,ETH
1.6608996e+09,1737.4241666666674,ETH
1.660896e+09,1739.0266666666673,ETH
1.6608924e+09,1751.6016666666667,ETH
1.6608888e+09,1798.906666666666,ETH
1.6608852e+09,1821.193333333333,ETH
1.6608816e+09,1822.2766666666648,ETH
1.660878e+09,1823.115833333334,ETH
1.6608744e+09,1822.8033333333335,ETH
1.6608708e+09,1820.5133333333333,ETH
1.6608672e+09,1833.991666666667,ETH
1.6608636e+09,1857.856666666667,ETH
1.66086e+09,1870.9141666666667,ETH
1.6608564e+09,1874.7425,ETH
1.6608528e+09,1875.3066666666668,ETH
1.6608492e+09,1873.446666666667,ETH
1.6608456e+09,1865.5083333333341,ETH
1.660842e+09,1873.5783333333331,ETH
1.6608384e+09,1867.9758333333318,ETH
1.6608348e+09,1869.3249999999996,ETH
1.6608312e+09,1862.5966666666654,ETH
1.6608276e+09,1869.7033333333347,ETH
1.660824e+09,1865.3433333333337,ETH
1.6608204e+09,1854.8574999999998,ETH
1.6608168e+09,1857.4008333333338,ETH
1.6608132e+09,1852.379166666668,ETH
1.6608096e+09,1845.7233333333327,ETH
1.660806e+09,1845.1274999999996,ETH
1.6608024e+09,1850.1108333333352,ETH
1.6607988e+09,1853.1466666666665,ETH
1.6607952e+09,1851.268333333334,ETH
1.6607916e+09,1854.8766666666672,ETH
1.660788e+09,1855.6433333333332,ETH
1.6607844e+09,1851.9941666666664,ETH
1.6607808e+09,1842.9716666666654,ETH
1.6607772e+09,1834.0983333333338,ETH
1.6607736e+09,1837.4233333333311,ETH
1.66077e+09,1844.3433333333332,ETH
1.6607664e+09,1846.8400000000004,ETH
1.6607628e+09,1845.4058333333328,ETH
1.6607592e+09,1857.3858333333335,ETH
1.6607556e+09,1844.7799999999993,ETH
1.660752e+09,1836.7558333333332,ETH
1.6607484e+09,1836.456666666666,ETH
1.6607448e+09,1833.8766666666656,ETH
1.6607412e+09,1858.600000000001,ETH
1.6607376e+09,1874.8308333333343,ETH
1.660734e+09,1881.1125000000004,ETH
1.6607304e+09,1882.704166666667,ETH
1.6607268e+09,1890.7966666666675,ETH
1.6607232e+09,1896.9250000000013,ETH
1.6607196e+09,1927.817500000001,ETH
1.660716e+09,1943.8233333333335,ETH
1.6607124e+09,1911.740833333334,ETH
1.6607088e+09,1901.7174999999997,ETH
1.6607052e+09,1900.7225000000014,ETH
1.6607016e+09,1891.640833333332,ETH
1.660698e+09,1893.909166666666,ETH
1.6606944e+09,1888.535833333334,ETH
1.6606908e+09,1877.3566666666675,ETH
1.6606872e+09,1876.1341666666676,ETH
1.6606836e+09,1882.0550000000003,ETH
1.66068e+09,1883.0583333333345,ETH
1.6606764e+09,1876.8899999999999,ETH
1.6606728e+09,1884.3983333333322,ETH
1.6606692e+09,1881.636666666667,ETH
1.6606656e+09,1884.1375,ETH
1.660662e+09,1886.378333333333,ETH
1.6606584e+09,1880.961666666666,ETH
1.6606548e+09,1892.5333333333338,ETH
1.6606512e+09,1906.9383333333328,ETH
1.6606476e+09,1903.6816666666662,ETH
1.660644e+09,1895.0508333333344,ETH
1.6606404e+09,1892.4241666666646,ETH
1.6606368e+09,1883.9191666666668,ETH
1.6606332e+09,1882.6125000000002,ETH
1.6606296e+09,1880.5475000000001,ETH
1.660626e+09,1872.6549999999997,ETH
1.6606224e+09,1884.394166666666,ETH
1.6606188e+09,1885.0624999999986,ETH
1.6606152e+09,1902.4808333333337,ETH
1.6606116e+09,1907.6724999999979,ETH
1.660608e+09,1894.779166666666,ETH
1.6606044e+09,1898.3283333333327,ETH
1.6606008e+09,1910.226666666666,ETH
1.6605972e+09,1909.5675000000006,ETH
1.6605936e+09,1901.5708333333337,ETH
1.66059e+09,1897.9216666666673,ETH
1.6605864e+09,1900.6191666666664,ETH
1.6605828e+09,1917.4583333333348,ETH
1.6605792e+09,1917.4358333333328,ETH
1.6605756e+09,1907.568333333334,ETH
1.660572e+09,1910.2483333333332,ETH
1.6605684e+09,1899.9758333333334,ETH
1.6605648e+09,1896.4141666666662,ETH
1.6605612e+09,1904.7574999999997,ETH
1.6605576e+09,1906.635833333333,ETH
1.660554e+09,1900.306666666667,ETH
1.6605504e+09,1902.192500000002,ETH
1.6605468e+09,1909.8491666666662,ETH
1.6605432e+09,1936.1141666666672,ETH
1.6605396e+09,1977.5741666666665,ETH
1.660536e+09,1978.8191666666664,ETH
1.6605324e+09,1995.2783333333343,ETH
1.6605288e+09,1985.8041666666657,ETH
1.6605252e+09,1957.5399999999997,ETH
1.6605216e+09,1938.4000000000008,ETH
1.660518e+09,1936.0358333333338,ETH
1.6605144e+09,1937.4650000000008,ETH
1.6605108e+09,1947.5525,ETH
1.6605072e+09,1937.3350000000007,ETH
1.6605036e+09,1931.1308333333338,ETH
1.6605e+09,1925.600833333334,ETH
1.6604964e+09,1939.7616666666663,ETH
1.6604928e+09,1978.790833333333,ETH
1.6604892e+09,1983.6025000000009,ETH
1.6604856e+09,1982.6791666666672,ETH
1.660482e+09,1982.8808333333327,ETH
1.6604784e+09,1988.740833333333,ETH
1.6604748e+09,1997.998333333334,ETH
1.6604712e+09,2004.0666666666662,ETH
1.6604676e+09,2007.3766666666677,ETH
1.660464e+09,2009.937499999999,ETH
1.6604604e+09,2003.4666666666678,ETH
1.6604568e+09,1993.9741666666669,ETH
1.6604532e+09,1993.3316666666653,ETH
1.6604496e+09,1989.592499999999,ETH
1.660446e+09,1987.7925,ETH
1.6604424e+09,1988.5483333333325,ETH
1.6604388e+09,1986.9924999999978,ETH
1.6604352e+09,1984.5858333333324,ETH
1.6604316e+09,1982.9416666666668,ETH
1.660428e+09,1987.6425000000006,ETH
1.6604244e+09,1990.757500000001,ETH
1.6604208e+09,1983.4691666666668,ETH
1.6604172e+09,1984.2374999999995,ETH
1.6604136e+09,1992.8991666666648,ETH
1.66041e+09,1994.4316666666666,ETH
1.6604064e+09,1991.0383333333336,ETH
1.6604028e+09,1986.8225000000007,ETH
1.6603992e+09,1982.9708333333313,ETH
1.6603956e+09,1983.5666666666664,ETH
1.660392e+09,1980.5875000000005,ETH
1.6603884e+09,1989.340833333334,ETH
1.6603848e+09,1999.2833333333328,ETH
1.6603812e+09,1996.7383333333344,ETH
1.6603776e+09,1999.9199999999992,ETH
1.660374e+09,2006.4416666666662,ETH
1.6603704e+09,2009.543333333332,ETH
1.6603668e+09,1995.1091666666684,ETH
1.6603632e+09,1994.0275000000006,ETH
1.6603596e+09,1975.4474999999995,ETH
1.660356e+09,1965.2383333333341,ETH
1.6603524e+09,1964.9483333333333,ETH
1.6603488e+09,1955.3483333333336,ETH
1.6603452e+09,1946.8483333333338,ETH
1.6603416e+09,1925.2933333333344,ETH
1.660338e+09,1928.8449999999998,ETH
1.6603344e+09,1924.7741666666664,ETH
1.6603308e+09,1923.7266666666665,ETH
1.6603272e+09,1906.1908333333338,ETH
1.6603236e+09,1896.7958333333347,ETH
1.66032e+09,1900.7683333333325,ETH
1.6603164e+09,1892.5900000000008,ETH
1.6603128e+09,1884.1433333333334,ETH
1.6603092e+09,1882.3641666666674,ETH
1.6603056e+09,1878.3716666666664,ETH
1.660302e+09,1873.7049999999995,ETH
1.6602984e+09,1890.2991666666665,ETH
1.6602948e+09,1897.2991666666683,ETH
1.6602912e+09,1893.4983333333332,ETH
1.6602876e+09,1889.5616666666674,ETH
1.660284e+09,1891.202499999999,ETH
1.6602804e+09,1896.3324999999995,ETH
1.6602768e+09,1901.2050000000002,ETH
1.6602732e+09,1902.5483333333336,ETH
1.6602696e+09,1888.1550000000004,ETH
1.660266e+09,1887.0699999999993,ETH
1.6602624e+09,1879.7608333333344,ETH
1.6602588e+09,1877.082500000001,ETH
1.6602552e+09,1891.9649999999992,ETH
1.6602516e+09,1901.5225000000007,ETH
1.660248e+09,1896.0358333333331,ETH
1.6602444e+09,1889.5999999999992,ETH
1.6602408e+09,1891.4041666666676,ETH
1.6602372e+09,1904.4283333333333,ETH
1.6602336e+09,1895.8733333333332,ETH
1.66023e+09,1900.8275000000006,ETH
1.6602264e+09,1910.7433333333333,ETH
1.6602228e+09,1914.8066666666666,ETH
1.6602192e+09,1920.7933333333326,ETH
1.6602156e+09,1895.2275000000006,ETH
1.660212e+09,1885.8358333333342,ETH
1.6602084e+09,1889.7124999999994,ETH
1.6602048e+09,1884.6766666666663,ETH
1.6602012e+09,1888.909166666666,ETH
1.6601976e+09,1893.4975000000009,ETH
1.660194e+09,1898.8149999999991,ETH
1.6601904e+09,1885.8866666666668,ETH
1.6601868e+09,1881.3975000000012,ETH
1.6601832e+09,1881.364166666666,ETH
1.6601796e+09,1883.445833333336,ETH
1.660176e+09,1861.1441666666667,ETH
1.6601724e+09,1852.1099999999997,ETH
1.6601688e+09,1858.5549999999994,ETH
1.6601652e+09,1847.3741666666676,ETH
1.6601616e+09,1826.4508333333324,ETH
1.660158e+09,1822.0566666666664,ETH
1.6601544e+09,1827.9966666666664,ETH
1.6601508e+09,1833.968333333333,ETH
1.6601472e+09,1839.3316666666663,ETH
1.6601436e+09,1843.2991666666667,ETH
1.66014e+09,1833.5658333333338,ETH
1.6601364e+09,1827.135833333333,ETH
1.6601328e+09,1737.470000000001,ETH
1.6601292e+09,1702.4516666666666,ETH
1.6601256e+09,1697.244166666667,ETH
1.660122e+09,1701.5550000000003,ETH
1.6601184e+09,1693.511666666667,ETH
1.6601148e+09,1687.0308333333335,ETH
1.6601112e+09,1680.4091666666668,ETH
1.6601076e+09,1682.6158333333328,ETH
1.660104e+09,1678.7324999999996,ETH
1.6601004e+09,1678.985833333333,ETH
1.6600968e+09,1680.137500000001,ETH
1.6600932e+09,1685.6908333333324,ETH
1.6600896e+09,1691.5924999999993,ETH
1.660086e+09,1705.9291666666659,ETH
1.6600824e+09,1709.6149999999989,ETH
1.6600788e+09,1704.8508333333345,ETH
1.6600752e+09,1694.9658333333352,ETH
1.6600716e+09,1690.619166666667,ETH
1.660068e+09,1692.8799999999985,ETH
1.6600644e+09,1694.4841666666678,ETH
1.6600608e+09,1688.0166666666673,ETH
1.6600572e+09,1692.6024999999988,ETH
1.6600536e+09,1688.3341666666665,ETH
1.66005e+09,1712.2033333333336,ETH
1.6600464e+09,1709.924166666668,ETH
1.6600428e+09,1716.0166666666662,ETH
1.6600392e+09,1731.6700000000003,ETH
1.6600356e+09,1765.4924999999982,ETH
1.660032e+09,1776.8866666666665,ETH
1.6600284e+09,1782.6408333333336,ETH
1.6600248e+09,1773.130833333332,ETH
1.6600212e+09,1778.8058333333327,ETH
1.6600176e+09,1779.3058333333329,ETH
1.660014e+09,1778.1441666666651,ETH
1.6600104e+09,1770.3866666666668,ETH
1.6600068e+09,1772.1758333333325,ETH
1.6600032e+09,1780.594166666666,ETH
1.6599996e+09,1778.1833333333332,ETH
1.659996e+09,1773.2183333333328,ETH
1.6599924e+09,1779.5433333333326,ETH
1.6599888e+09,1787.0249999999987,ETH
1.6599852e+09,1778.7508333333317,ETH
1.6599816e+09,1771.7341666666675,ETH
1.659978e+09,1770.2266666666676,ETH
1.6599744e+09,1769.300833333334,ETH
1.6599708e+09,1785.371666666667,ETH
1.6599672e+09,1799.6133333333341,ETH
1.6599636e+09,1800.3949999999993,ETH
1.65996e+09,1799.5500000000002,ETH
1.6599564e+09,1775.1591666666661,ETH
1.6599528e+09,1770.8408333333325,ETH
1.6599492e+09,1772.2766666666669,ETH
1.6599456e+09,1740.7591666666665,ETH
1.659942e+09,1734.8950000000002,ETH
1.6599384e+09,1729.5850000000014,ETH
1.6599348e+09,1717.278333333333,ETH
1.6599312e+09,1709.2533333333324,ETH
1.6599276e+09,1713.4649999999995,ETH
1.659924e+09,1708.825833333333,ETH
1.6599204e+09,1703.4958333333334,ETH
1.6599168e+09,1707.845833333334,ETH
1.6599132e+09,1698.5083333333334,ETH
1.6599096e+09,1713.198333333333,ETH
1.659906e+09,1719.4025000000004,ETH
1.6599024e+09,1715.1483333333335,ETH
1.6598988e+09,1710.0050000000015,ETH
1.6598952e+09,1711.776666666666,ETH
1.6598916e+09,1711.332500000001,ETH
1.659888e+09,1705.1916666666666,ETH
1.6598844e+09,1702.1250000000002,ETH
1.6598808e+09,1703.459166666668,ETH
1.6598772e+09,1706.2391666666674,ETH
1.6598736e+09,1697.8374999999983,ETH
1.65987e+09,1686.2725000000007,ETH
1.6598664e+09,1684.7316666666673,ETH
1.6598628e+09,1682.195833333332,ETH
1.6598592e+09,1683.2933333333328,ETH
1.6598556e+09,1686.4874999999997,ETH
1.659852e+09,1683.9474999999986,ETH
1.6598484e+09,1682.690833333335,ETH
1.6598448e+09,1686.1758333333353,ETH
1.6598412e+09,1687.7025000000017,ETH
1.6598376e+09,1681.181666666667,ETH
1.659834e+09,1676.9708333333335,ETH
1.6598304e+09,1695.2441666666682,ETH
1.6598268e+09,1705.7791666666662,ETH
1.6598232e+09,1716.8124999999989,ETH
1.6598196e+09,1716.7624999999996,ETH
1.659816e+09,1711.669166666666,ETH
1.6598124e+09,1715.7266666666676,ETH
1.6598088e+09,1711.5174999999995,ETH
1.6598052e+09,1707.5574999999997,ETH
1.6598016e+09,1715.8658333333324,ETH
1.659798e+09,1715.1599999999992,ETH
1.6597944e+09,1713.7000000000014,ETH
1.6597908e+09,1715.2525000000016,ETH
1.6597872e+09,1713.4675000000004,ETH
1.6597836e+09,1719.4433333333332,ETH
1.65978e+09,1717.6058333333344,ETH
1.6597764e+09,1712.9858333333327,ETH
1.6597728e+09,1718.1474999999991,ETH
1.6597692e+09,1722.8424999999995,ETH
1.6597656e+09,1720.673333333332,ETH
1.659762e+09,1725.8691666666673,ETH
1.6597584e+09,1736.0775000000006,ETH
1.6597548e+09,1739.1275000000003,ETH
1.6597512e+09,1732.4425000000003,ETH
1.6597476e+09,1736.6525000000004,ETH
1.659744e+09,1739.6200000000003,ETH
1.6597404e+09,1721.9166666666665,ETH
1.6597368e+09,1707.6441666666672,ETH
1.6597332e+09,1695.9249999999988,ETH
1.6597296e+09,1678.2250000000015,ETH
1.659726e+09,1675.4608333333333,ETH
1.6597224e+09,1668.839999999999,ETH
1.6597188e+09,1673.0625000000005,ETH
1.6597152e+09,1669.9816666666657,ETH
1.6597116e+09,1682.401666666667,ETH
1.659708e+09,1701.861666666665,ETH
